ID Tender;tahun;Agency;Satuan Kerja;Nama Paket;Pagu;thn_pengumuman;bln_pengumuman;Kode Anggaran;Akun;E1;JenisBelanja;Kategori;Sistem_pengadan;HPS;jumlah_paket;sistem_pengadaan;metode_pengadaan;metode_evaluasi;cara_pembayaran;kualifikasi_usaha;sumber_dana;status_penyedia;tkdn;jadwal_awal_pengadaan;jadwal_akhir_pengadaan;lokasi;propinsi;pernah_gagal
23179011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC KENDARI;Pengadaan Rehabilitasi Fisik Rumah Dinas;257000000;2018;4;015.05.411347.00.20.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;255937000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Kendari (Kota);Sulawesi Tenggara;0
23180011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC KENDARI;Pengadaan Pembangunan Rumah Dinas Negara;503752000;2018;4;015.05.411347.00.20.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;502659000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Kendari (Kota);Sulawesi Tenggara;0
23187011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC KETAPANG;Konstruksi Fisik Pembangunan Gedung KPPBC Ketapang;5705136000;2018;4;015.05.411183.00.13.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;5511757000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil atau Non Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Ketapang (Kab.);Kalimantan Barat;0
23194011;2018;Kementerian Keuangan;KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG PONTIANAK;Pekerjaan Konstruksi Renovasi Rumah Dinas Eselon III;550800000;2018;4;015.09.604456.00.13.00.0000.000.000.530000;530000;09 - DJKN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;550800000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-02-19;2018-07-30;Pontianak (Kota);Kalimantan Barat;0
23195011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC YOGYAKARTA;Pengadaan Konstruksi Fisik Rehabilitasi Rumah Dinas Kalitirto;909918000;2018;4;015.05.410810.00.04.00.0000.000.000.530000;530000;05 - DJBC;Modal;Jasa Lainnya;Tender;909830000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-06-29;Sleman (Kab.);DI Yogyakarta;0
23203011;2018;Kementerian Keuangan;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;Pemeliharaan Perangkat Pendukung dan Fasilitas Fungsi Sistem Air Conditioner pada Data Center  Kementerian Keuangan Tahun Anggaran 2018;924864000;2018;4;015.01.672906.00.01.00.0000.000.000.520000;520000;01 - SETJEN;Barang;Jasa Lainnya;Tender;844844000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-07;2017-12-28;Jakarta Pusat (Kota);DKI Jakarta;0
23217011;2018;Kementerian Keuangan;KANTOR PELAYANAN PERBENDAHARAAN NEGARA KARAWANG_TEST;Rekonstruksi Rumah Dinas KPPN Karawang Tipe 50 dan 70 (2unit);434952000;2018;4;015.08.527183.00.02.00.0000.000.000.530000;530000;;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;434952000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;;;;;;Karawang (Kab.);Jawa Barat;0
23220011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA KUPANG;Pekerjaan Perencanaan Renovasi Rumah Dinas Dan Pagar KPP Pratama Kupang Tahun 2018;121921000;2018;5;015.04.119990.00.24.00.0000.000.000.530000;530000;04 - DJP;Modal;Jasa Konsultasi;Tender;120000000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Biaya Terendah;Lumsum;;APBN;penyedia murni;tidak;2017-12-31;2018-02-27;Kupang (Kota);Nusa Tenggara Timur;0
23243011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC MADURA;Konstruksi Fisik Pembangunan Gedung Kantor;9638055000;2018;5;015.05.526860.00.05.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;9597379000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Non Kecil;;;;;;Pamekasan (Kab.);Jawa Timur;0
23245011;2018;Kementerian Keuangan;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;Pemeliharaan Perangkat Pendukung dan Fasilitas Fungsi Fire Supression pada DC Kemenkeu;360181000;2018;4;015.01.672906.00.01.00.0000.000.000.520000;520000;01 - SETJEN;Barang;Jasa Lainnya;Tender;357280000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-05;2017-12-28;Jakarta Pusat (Kota);DKI Jakarta;0
23250011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC SANGATA;Biaya Pengawasan Kontruksi;198442000;2018;4;015.05.561288.00.16.00.0000.000.000.530000;530000;05 - DJBC;Modal;Jasa Konsultasi;Tender;198150000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Pagu Anggaran;Lumsum;;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Kutai Timur (Kab.);Kalimantan Timur;0
23257011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA PRABUMULIH;Pekerjaan Pembangunan Rumah Dinas;2378213000;2018;5;015.04.410382.00.11.00.0000.000.000.530000;530000;04 - DJP;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;2362493100;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Prabumulih (Kota);Sumatera Selatan;0
23261011;2018;Kementerian Keuangan;PUSAT PENDIDIKAN DAN PELATIHAN ANGGARAN DAN PERBENDAHARAAN  BPPK;Pengadaan Jasa Konsumsi Diklat Caturwulan II Gedung Bougenville Pusdiklat Anggaran & Perbendaharaan;295288800;2018;4;015.11.670138.00.02.00.0000.000.000.520000;520000;11 - BPPK;Barang;Jasa Lainnya;Tender;249345000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-03-29;2018-05-21;Bogor (Kab.);Jawa Barat;0
23280011;2018;Kementerian Keuangan;KANTOR PELAYANAN UTAMA KPU BC SOEKARNO HATTA;Pengadaan Pendingin Ruangan;254990000;2018;4;015.05.532530.00.29.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender;247069900;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-07-30;Tangerang (Kota);Banten;1
23282011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC TEGAL;Biaya Pengawasan Konstruksi;163437000;2018;4;015.05.410775.00.03.00.0000.000.000.530000;530000;05 - DJBC;Modal;Jasa Konsultasi;Tender;162195000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Pagu Anggaran;Lumsum;;APBN;penyedia murni;tidak;2018-04-19;2018-06-29;Tegal (Kota);Jawa Tengah;0
23316011;2018;Kementerian Keuangan;PANGKALAN SARANA OPERASI DJBC TANJUNG BALAI KARIMUN;Pengadaan Cat Kapal Patroli;1884553500;2018;5;015.05.411730.00.32.00.0000.000.000.520000;520000;05 - DJBC;Barang;Pengadaan Barang;Tender Cepat;1864923500;1;Tender Cepat ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-03-25;2018-10-30;Karimun (Kab.);Kepulauan Riau;0
23334011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC SANGATA;Biaya Kontruksi Fisik Pembangunan Gedung KPPBC Sangata;8716305000;2018;4;015.05.561288.00.16.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;8648750000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2018-03-31;2018-12-30;Kutai Timur (Kab.);Kalimantan Timur;0
23347011;2018;Kementerian Keuangan;KANTOR WILAYAH DJBC KALIMANTAN BAGIAN TIMUR;Biaya Kontruksi Fisik Rehabilitasi Gedung Kantor;698000000;2018;5;015.05.411724.00.16.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;692882000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;;;;;;Balikpapan (Kota);Kalimantan Timur;0
23371011;2018;Kementerian Keuangan;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;Pengadaan Pekerjaan Konstruksi Perbaikan dan Penambahan Sistem ME Serta Perbaikan R. Pimp KPDJP;40646999000;2018;5;015.04.119091.00.01.00.0000.000.000.530000;530000;04 - DJP;Modal;Pekerjaan Konstruksi;Tender;40646781000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2018-05-01;2018-12-30;Jakarta Selatan (Kota);DKI Jakarta;0
23372011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC KUDUS;Pengadaan Mesin Penghitung Kertas (Pita Cukai);300000000;2018;5;015.05.410769.00.03.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender Cepat;260000000.7;1;Tender Cepat ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-15;2018-07-30;Kudus (Kab.);Jawa Tengah;0
23376011;2018;Kementerian Keuangan;BALAI LABORATORIUM BEA DAN CUKAI KELAS II SURABAYA;Pengadaan Peralatan Laboratorium Pada Balai Pengujian dan Identifikasi Barang Tipe B Surabaya dan Laboratorium Bea dan Cukai Ngurah Rai;11035670000;2018;5;015.05.648610.00.05.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender;8945744000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil atau Non Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-08-30;Surabaya (Kota);Jawa Timur;0
23376011;2018;Kementerian Keuangan;BALAI LABORATORIUM BEA DAN CUKAI KELAS II SURABAYA;Pengadaan Peralatan Laboratorium Pada Balai Pengujian dan Identifikasi Barang Tipe B Surabaya dan Laboratorium Bea dan Cukai Ngurah Rai;11035670000;2018;5;015.05.648610.00.05.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender;8945744000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil atau Non Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-08-30;Surabaya (Kota);Jawa Timur;0
23376011;2018;Kementerian Keuangan;BALAI LABORATORIUM BEA DAN CUKAI KELAS II SURABAYA;Pengadaan Peralatan Laboratorium Pada Balai Pengujian dan Identifikasi Barang Tipe B Surabaya dan Laboratorium Bea dan Cukai Ngurah Rai;11035670000;2018;5;015.05.648610.00.05.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender;8945744000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil atau Non Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-08-30;Surabaya (Kota);Jawa Timur;0
23384011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC NANGA BADAU;Pengadaan Peralatan Fasilitas Perkantoran;779065000;2018;5;015.05.130558.00.13.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender;779064888;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-10-21;2018-11-08;Kapuas Hulu (Kab.);Kalimantan Barat;0
23396011;2018;Kementerian Keuangan;BALAI DIKLAT KEUANGAN MALANG;Pengadaan Jasa Konsumsi DTU Kesamaptaan Balai Diklat Keuangan Malang Tahun Anggaran 2018;1389960000;2018;5;015.11.561182.00.05.00.0000.000.000.520000;520000;11 - BPPK;Barang;Jasa Lainnya;Tender;1387821600;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-22;2018-05-14;Malang (Kota);Jawa Timur;0
23400011;2018;Kementerian Keuangan;KANTOR PELAYANAN UTAMA KPU BC BATAM;Jasa Konstruksi Fisik Pekerjaan Gudang Barang Hasil Penindakan;3922086000;2018;5;015.05.447517.00.32.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;3781717000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;-;-;0
23401011;2018;Kementerian Keuangan;BALAI DIKLAT KEUANGAN MALANG;Pengadaan Jasa Laundry DTU Kesamaptaan Balai Diklat Keuangan Malang Tahun Anggaran 2018;364500000;2018;5;015.11.561182.00.05.00.0000.000.000.520000;520000;11 - BPPK;Barang;Jasa Lainnya;Tender;305100000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-22;2018-05-14;Malang (Kota);Jawa Timur;0
23412011;2018;Kementerian Keuangan;KANTOR PELAYANAN UTAMA KPU BC BATAM;Pengaspalan Jalan Lingkungan Komplek Rumah Dinas;1482941000;2018;5;015.05.447517.00.32.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;1298333000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-12-31;2018-12-30;Batam (Kota);Kepulauan Riau;0
23418011;2018;Kementerian Keuangan;KANWIL DITJEN PERBENDAHARAAN PROVINSI KALIMANTAN TIMUR;Rehab Rumah Dinas;348836000;2018;5;015.08.613771.00.16.00.0000.000.000.530000;530000;08 - DJPBN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;348440000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-05-06;2018-05-30;Samarinda (Kota);Kalimantan Timur;0
23423011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC TEGAL;Biaya Kontruksi Fisik Rehabilitasi Gedung Kantor;6249999000;2018;5;015.05.410775.00.03.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;6190700000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2018-03-31;2018-03-31;Tegal (Kota);Jawa Tengah;0
23427011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA PURWAKARTA;Pengadaan Jasa Pengawas Renovasi Gedung Kantor KPP Pratama Purwakarta dan Sarana Pendukungnya;329439000;2018;5;015.04.410461.00.02.00.0000.000.000.530000;530000;04 - DJP;Modal;Jasa Konsultasi;Tender;282637000;1;Seleksi Umum ; Prakualifikasi Satu File ; Pagu Anggaran;Persentase;;APBN;penyedia murni;tidak;2018-04-30;2018-12-30;Purwakarta (Kab.);Jawa Barat;0
23438011;2018;Kementerian Keuangan;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;PENGADAAN JASA KONSULTANSI PENGAWAS PEMBANGUNAN PUSAT LAYANAN BMN PADA KANTOR PUSAT DJBC TA 2018;389927000;2018;5;015.05.410640.00.01.00.0000.000.000.530000;530000;05 - DJBC;Modal;Jasa Konsultasi;Tender;389926900;1;Seleksi Umum ; Prakualifikasi Dua File ; Kualitas dan Biaya;Gabungan Lumsum dan Harga Satuan;;APBN;penyedia murni;tidak;2017-11-27;2018-12-28;Jakarta Timur (Kota);DKI Jakarta;1
23442011;2018;Kementerian Keuangan;KANTOR PENGAWASAN DAN PELAYANAN BC KUDUS;Pengadaan AC Ceiling;345000000;2018;5;015.05.410769.00.03.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pengadaan Barang;Tender Cepat;315975000;1;Tender Cepat ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-05-06;2018-07-30;Kudus (Kab.);Jawa Tengah;0
23456011;2018;Kementerian Keuangan;SEKRETARIAT JENDERAL;Penggantian Generator Set Gedung A. A. Maramis Kantor Pusat Kementerian Keuangan TA 2018;3759203000;2018;5;015.01.409294.00.01.00.0000.000.000.530000;530000;01 - SETJEN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;3754847580;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-05-02;2018-05-30;-;-;0
23475011;2018;Kementerian Keuangan;PUSAT PENDIDIKAN DAN PELATIHAN ANGGARAN DAN PERBENDAHARAAN  BPPK;Pengadaan Jasa Konsumsi Diklat Caturwulan II Gedung Anggrek Pusdiklat Anggaran & Perbendaharaan;414312000;2018;5;015.11.670138.00.02.00.0000.000.000.520000;520000;11 - BPPK;Barang;Jasa Lainnya;Tender;263250000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-03-29;2018-05-06;Bogor (Kab.);Jawa Barat;1
23482011;2018;Kementerian Keuangan;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;PENGADAAN JASA KONSTRUKSI PEMBANGUNAN PUSAT LAYANAN BMN PADA KANTOR PUSAT DJBC TA 2018;18909000000;2018;5;015.05.410640.00.01.00.0000.000.000.530000;530000;05 - DJBC;Modal;Pekerjaan Konstruksi;Tender;18342600000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2017-11-28;2018-12-29;Jakarta Timur (Kota);DKI Jakarta;0
23486011;2018;Kementerian Keuangan;PUSAT PENDIDIKAN DAN PELATIHAN PENGEMBANGAN SUMBER DAYA MANUSIA  BPPK;Pengadaan Seragam Pelatihan Dasar Calon PNS Tahap II Pusdiklat PSDM TA 2018;727200000;2018;5;015.11.675709.00.01.00.0000.000.000.520000;520000;11 - BPPK;Barang;Pengadaan Barang;Tender;236369806.2;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2017-11-19;2018-01-01;Tangerang Selatan (Kota);Banten;0
23487011;2018;Kementerian Keuangan;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;Pengadaan suku cadang dan jasa W6 mesin motor bantu Daewo (tipe AD136F);426745000;2018;5;015.05.410640.00.01.00.0000.000.000.520000;520000;05 - DJBC;Barang;Jasa Lainnya;Tender;364357000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-26;2018-12-30;Jakarta Utara (Kota);DKI Jakarta;0
23488011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA PONDOK AREN;Paket Pengadaan Sewa Printer dan Mesin Fotokopi Digital Kantor Tahun 2018;492000000;2018;5;015.04.290460.00.29.00.0000.000.000.520000;520000;04 - DJP;Barang;Jasa Lainnya;Tender;296340000;1;Lelang Sederhana ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-01-02;2018-02-28;Tangerang Selatan (Kota);Banten;0
23490011;2018;Kementerian Keuangan;KANTOR PELAYANAN PERBENDAHARAAN NEGARA MERAUKE;Rekonstruksi Gedung dan Bangunan Kantor;4579946000;2018;5;015.08.528743.00.25.00.0000.000.000.530000;530000;08 - DJPBN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;4579946000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil atau Non Kecil;APBN;penyedia murni;tidak;2018-01-31;2018-02-27;-;-;0
23491011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA JAMBI TELANAIPURA;Pengawas Konstruksi Pembangunan/Renovasi Gedung dan Bangunan Kantor KPP Pratama Jambi Pelayangan;140000000;2018;5;015.04.119766.00.10.00.0000.000.000.530000;530000;04 - DJP;Modal;Jasa Konsultasi;Tender;139700000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Pagu Anggaran;Lumsum;;APBN;penyedia murni;tidak;2018-04-30;2018-04-30;Jambi (Kota);Jambi;1
23496011;2018;Kementerian Keuangan;KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG BALIKPAPAN;Renovasi Rumah Dinas Eselon III KPKNL Balikpapan;745000000;2018;5;015.09.537962.00.16.00.0000.000.000.530000;530000;09 - DJKN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;722860000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-01-01;2018-03-30;Balikpapan (Kota);Kalimantan Timur;1
23503011;2018;Kementerian Keuangan;KANTOR PELAYANAN PERBENDAHARAAN NEGARA MERAUKE;Biaya Pengawasan;113666000;2018;5;015.08.528743.00.25.00.0000.000.000.530000;530000;08 - DJPBN;Modal;Jasa Konsultasi;Tender;113666000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Biaya Terendah;Lumsum;;APBN;penyedia murni;tidak;2018-01-31;2018-02-27;Merauke (Kab.);Papua;0
23505011;2018;Kementerian Keuangan;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;Pengadaan Perangkat Server dan Lisensi MySQL Tahun Anggaran 2018;11928746000;2018;5;015.01.672906.00.01.00.0000.000.000.530000;530000;01 - SETJEN;Modal;Pengadaan Barang;Tender;11912850400;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2018-05-15;2018-06-14;Jakarta Pusat (Kota);DKI Jakarta;0
23507011;2018;Kementerian Keuangan;KANTOR PUSAT DJKN;Pengadaan Jasa Konstruksi Renovasi Gedung Sunter Agung Tengah (umum);5200000000;2018;5;015.09.411792.00.01.00.0000.000.000.530000;530000;09 - DJKN;Modal;Pekerjaan Konstruksi;Tender;5199734000;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-17;2018-07-31;Jakarta Pusat (Kota);DKI Jakarta;0
23509011;2018;Kementerian Keuangan;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;Pekerjaan Fisik Renovasi Gedung Prijadi I Lantai;2588000000;2018;5;015.08.527010.00.01.00.0000.000.000.530000;530000;08 - DJPBN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;1736953000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-02-28;2018-04-01;Jakarta Pusat (Kota);DKI Jakarta;0
23510011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA CIANJUR;Pengawasan Kegiatan Renovasi Gedung KPP Pratama Cianjur dan Sarana Pendukung Lainnya TA 2018;191683000;2018;5;015.04.410455.00.02.00.0000.000.000.530000;530000;04 - DJP;Modal;Jasa Konsultasi;Tender;191681000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Pagu Anggaran;Persentase;;;;;;;Cianjur (Kab.);Jawa Barat;0
23512011;2018;Kementerian Keuangan;DITJEN ANGGARAN;Pengadaan Peremajaan Data Storage dan Server DJA TA. 2018;10500000000;2018;5;015.03.630931.00.01.00.0000.000.000.530000;530000;03 - DJA;Modal;Pengadaan Barang;Tender;10359192790;1;Lelang Umum ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Lumsum;Perusahaan Non Kecil;APBN;penyedia murni;tidak;2018-05-13;2018-06-04;Jakarta Pusat (Kota);DKI Jakarta;1
23513011;2018;Kementerian Keuangan;KANTOR PELAYANAN PAJAK PRATAMA CILEUNGSI;Pengadaan Jasa Konsultasi Pengawasan Renovasi Lantai, TPT, dan Tampak Depan Gedung Kantor;119633000;2018;5;015.04.636075.00.02.00.0000.000.000.530000;530000;04 - DJP;Modal;Jasa Konsultasi;Tender;119516000;1;Seleksi Sederhana ; Pascakualifikasi Satu File ; Pagu Anggaran;Persentase;;APBN;penyedia murni;tidak;2018-03-04;2018-05-05;-;-;0
23518011;2018;Kementerian Keuangan;KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG AMBON;Pembangunan 3 (tiga) Unit Rumah Negara Tipe 50 KPKNL Ambon;996000000;2018;5;015.09.538044.00.21.00.0000.000.000.530000;530000;09 - DJKN;Modal;Pekerjaan Konstruksi;Pemilihan Langsung;996000000;1;Lelang Pemilihan Langsung ; Pascakualifikasi Satu File ; Harga Terendah Sistem Gugur;Gabungan Lumsum dan Harga Satuan;Perusahaan Kecil;APBN;penyedia murni;tidak;2018-04-29;2018-06-03;Ambon (Kota);Maluku;0
